"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"1267 Masonic Av 94117","Haight Ashbury","additions alterations or repairs","legalize units as is ref application 8819084","apartments","apartments",1993-05-19,"37.76936932094368","-122.44553595053871"
"367 Oak St 94102","Hayes Valley","additions alterations or repairs","demo rear addit/replace w 2-story addit/legalize 3rd res uni","2 family dwelling","apartments",1993-05-21,"37.774412959784044","-122.42529592982368"
"2823 23rd St 94110","Mission","otc alterations permit","lot no.041 (formerly known as lot 033 & lot 034) to comply with nov #200723864 to legalize a structure built without permit including a trellis, landscaping a platform less than 30"" cosmetic walkway improvement lattice planters etc.,","apartments","apartments",2007-10-25,"37.754184782361705","-122.4089428099648"
"2845 23rd St 94110","Mission","otc alterations permit","lot no.041 (formerly known as lot 033 & lot 034) to comply with nov #200723864 to legalize a structure built without permit including a trellis, landscaping a platform less than 30"" cosmetic walkway improvement lattice planters etc.,","apartments","apartments",2007-10-25,"37.754184782361705","-122.4089428099648"
"2509 Bryant St 94110","Mission","otc alterations permit","lot no.041 (formerly known as lot 033 & lot 034) to comply with nov #200723864 to legalize a structure built without permit including a trellis, landscaping a platform less than 30"" cosmetic walkway improvement lattice planters etc.,","apartments","apartments",2007-10-25,"37.754184782361705","-122.4089428099648"
"423 Gough St 94102","Hayes Valley","additions alterations or repairs","legalize 5 commercial office units","apartments","office",1987-08-31,"37.77722993654401","-122.42330163279976"
"1445 Fulton St 94117","Hayes Valley","otc alterations permit","remove an illegal kitchen unit and the new space is to be combined/accessory room with the unit above as storage room with a full bathroom.","apartments","apartments",2007-11-05,"37.776268382131576","-122.44054290011114"
"546 Central Av 94117","Lone Mountain/USF","additions alterations or repairs","legalize third unit in basement, etc.","2 family dwelling","apartments",1983-05-06,"37.77479220591168","-122.44423816974084"
"976 Noe St 94114","Noe Valley","additions alterations or repairs","remove illegal unit at ground fl/legalize2 rooms/bathroom","apartments","2 family dwelling",1993-05-28,"37.75333672570339","-122.43237936765242"
"1462 Clay St NA",NA,"additions alterations or repairs","remodel 4 kitc/legalize work unit 12/remove range manager's","apartments","apartments",1993-06-07,NA,NA
"5670 Mission St 94112","Outer Mission","additions alterations or repairs","to legalize 1 storage rooms in basement no structural change","apartments","2 family dwelling",1986-11-07,"37.71052549709642","-122.44856189708352"
"2814 Jennings St 94124","Bayview Hunters Point","additions alterations or repairs","make corr req'd on nov compt #200449960 &legalize(e)2/fl residences.(e)residences will be remodeled&(e)comm'l units on main fl(1/fl)will be brought up to code&new ada/handicap bathrooms will be constructed.new electrical,1/fl comm'l wk under separate permit.occupancy class change from r-3 to r-1.","1 family dwelling","apartments",2007-01-11,"37.722568832010346","-122.39298549952167"
"2824 Jennings St 94124","Bayview Hunters Point","additions alterations or repairs","make corr req'd on nov compt #200449960 &legalize(e)2/fl residences.(e)residences will be remodeled&(e)comm'l units on main fl(1/fl)will be brought up to code&new ada/handicap bathrooms will be constructed.new electrical,1/fl comm'l wk under separate permit.occupancy class change from r-3 to r-1.","1 family dwelling","apartments",2007-01-11,"37.722568832010346","-122.39298549952167"
"1357 Mcallister St 94117","Western Addition","additions alterations or repairs","legalize 4th unit at ground floor. there is no work to be done. the (e) unit will become the 4th dwelling unit.","apartments","apartments",2007-11-19,"37.77802280032742","-122.4342924717983"
"1359 Mcallister St 94117","Western Addition","additions alterations or repairs","legalize 4th unit at ground floor. there is no work to be done. the (e) unit will become the 4th dwelling unit.","apartments","apartments",2007-11-19,"37.77802280032742","-122.4342924717983"
"1361 Mcallister St 94117","Western Addition","additions alterations or repairs","legalize 4th unit at ground floor. there is no work to be done. the (e) unit will become the 4th dwelling unit.","apartments","apartments",2007-11-19,"37.77802280032742","-122.4342924717983"
"1181 Dolores St 94110","Mission","additions alterations or repairs","legalize a bsmt unit at exist bsmt fl/comply w/hid requirem","2 family dwelling","apartments",1993-06-18,"37.750612456304395","-122.42465154378095"
"200 Van Ness Av 94102","Tenderloin","otc alterations permit","response to violation# 200727695. construction of laundry room at ground level without building permit. legalize the laundry shead.","apartments","apartments",2007-11-19,"37.777528951555404","-122.41932345279037"
"196 Connecticut St 94107","Potrero Hill","additions alterations or repairs","legalize third (existing) unit at basement.","2 family dwelling","apartments",1986-11-10,"37.76393383597993","-122.39793847893047"
"95 Heather Av 94118","Presidio Heights","otc alterations permit","apt.14 - to comply w/n.o.v. #200853645 dated 4/8/08to legalize existing new wood cabinet in the kitchen.","apartments","apartments",2008-05-15,"37.78423231158135","-122.45304895354182"
"2172 Pine St 94115","Pacific Heights","otc alterations permit","#1- remove cooking facilities and 1/2 bath from illegal unit in garage.  add 1 office/bedroom, add full bath, closet.","apartments","apartments",2008-05-16,"37.78850517210116","-122.43153663174623"
"737 Hyde St 94109","Nob Hill","additions alterations or repairs","abandon 1 illegal apartment","apartments","apartments",1993-06-30,"37.78772616018301","-122.41705432235752"
"225 Fell St 94102","Hayes Valley","additions alterations or repairs","remove illegal comm unit, kitch, bath, tenant, appl, walls.","apartments","apartments",1992-12-21,"37.775847946824975","-122.42153734163703"
"2114 Mission St 94110","Mission","additions alterations or repairs","convert garage to liv area. frame,sheetrk,etc.legalize lndry","apartments","apartments",1992-12-21,"37.76308982226742","-122.4198286352115"
"295 Guerrero St 94103","Mission","additions alterations or repairs","legalize exist stairs in lightwell.","apartments","apartments",1992-12-21,"37.766600969494185","-122.42408165337287"
"297 Guerrero St 94103","Mission","additions alterations or repairs","legalize exist stairs in lightwell.","apartments","apartments",1992-12-21,"37.766600969494185","-122.42408165337287"
"325 Fillmore St 94117","Hayes Valley","otc alterations permit","demo non-structural, illegal partition in garage","apartments","apartments",1992-12-29,"37.77243799792922","-122.43087641435937"
"2351 Anza St 94118","Outer Richmond","additions alterations or repairs","legalize g/f restroom/toilet unit to comply w/hc sect 302","apartments","apartments",1993-01-08,"37.778513714449105","-122.47356503968842"
"2357 Anza St 94118","Outer Richmond","additions alterations or repairs","legalize g/f restroom/toilet unit to comply w/hc sect 302","apartments","apartments",1993-01-08,"37.778513714449105","-122.47356503968842"
"4220 Cesar Chavez St NA",NA,"additions alterations or repairs","remove 2 kitch. reopen 2 openings to legalize units 207 &212","apartments","apartments",1993-01-12,NA,NA
"4220 Cesar Chavez St 94131","Noe Valley","additions alterations or repairs","remove 2 kitch. reopen 2 openings to legalize units 207 &212","apartments","apartments",1993-01-12,"37.74749203155142","-122.43447643399237"
"301 18th Av 94121","Outer Richmond","otc alterations permit","interior remodel - add a half bath.legalize (e) community room and convert (e) door to sliding door at (e) lightwell at ground floor.new furnace room","apartments","apartments",2008-06-06,"37.782104056067915","-122.47755426053199"
"417 14th St 94103","Mission","additions alterations or repairs","correct issues cited in 3r report #3r-5192. legalize 2nd & 3rd floor decks w/modifications. upgrade rails @ exterior stairs to meet code. at ground floor: legalize storage room and sink, install handrails in restroom, add 1-hr protection to exposed steel framing.","apartments","apartments",2008-06-13,"37.76784173719156","-122.42270859920026"
"419 14th St 94103","Mission","additions alterations or repairs","correct issues cited in 3r report #3r-5192. legalize 2nd & 3rd floor decks w/modifications. upgrade rails @ exterior stairs to meet code. at ground floor: legalize storage room and sink, install handrails in restroom, add 1-hr protection to exposed steel framing.","apartments","apartments",2008-06-13,"37.76784173719156","-122.42270859920026"
"421 14th St 94103","Mission","additions alterations or repairs","correct issues cited in 3r report #3r-5192. legalize 2nd & 3rd floor decks w/modifications. upgrade rails @ exterior stairs to meet code. at ground floor: legalize storage room and sink, install handrails in restroom, add 1-hr protection to exposed steel framing.","apartments","apartments",2008-06-13,"37.76784173719156","-122.42270859920026"
"75 Lily St 94102","Hayes Valley","additions alterations or repairs","convert one illegal first floor office back to original storage use.  convert the other illegal first floor office to a dwelling unit, consistent with planning department variance case no. 2008.1154.","apartments","apartments",2008-06-17,"37.77447811879043","-122.42203577078152"
"1403 Golden Gate Av 94115","Western Addition","additions alterations or repairs","viol correct-convert illegal bsment unit in storag/laund rm","apartments","apartments",1993-02-05,"37.77909160691361","-122.4338178543775"
"1407 Golden Gate Av 94115","Western Addition","additions alterations or repairs","viol correct-convert illegal bsment unit in storag/laund rm","apartments","apartments",1993-02-05,"37.77909160691361","-122.4338178543775"
"84 Cervantes Bl 94123","Marina","additions alterations or repairs","legalize 3rd units at lowest floor","2 family dwelling","apartments",1994-02-04,"37.80387088238706","-122.43851193587199"
