"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"42 Short St 94114","Castro/Upper Market","additions alterations or repairs","legalize decks built prior to 1980","2 family dwelling","2 family dwelling",1985-08-27,"37.757905284687745","-122.44286958929659"
"455 Bartlett St 94110","Mission","additions alterations or repairs","remove illegal ground fl apartment/convert to original use","apartments","2 family dwelling",1993-05-06,"37.74971675860204","-122.41900885354232"
"314 Missouri St 94107","Potrero Hill","additions alterations or repairs","legalize as built deck/attached plans are for city to record","2 family dwelling","2 family dwelling",1993-05-06,"37.7622967276678","-122.39680930906223"
"407 Connecticut St 94107","Potrero Hill","additions alterations or repairs","legalize 2nd unit as built/attached plans are for city to re","2 family dwelling","2 family dwelling",1993-05-06,"37.76106808371181","-122.39704233850672"
"3429 Divisadero St 94123","Marina","additions alterations or repairs","comply with physical inspection report 3r-5029. item #11 - 4' x 7' illegal deck (under separate permit).","2 family dwelling","2 family dwelling",2007-10-24,"37.801260787592504","-122.44345925520716"
"908 Page St 94117","Haight Ashbury","otc alterations permit","to comply with 3r-5000  to legalize the laundry, storage and roof deck. and as specified in the reports.","2 family dwelling","2 family dwelling",2007-10-26,"37.77263018507205","-122.43614569165315"
"910 Page St 94117","Haight Ashbury","otc alterations permit","to comply with 3r-5000  to legalize the laundry, storage and roof deck. and as specified in the reports.","2 family dwelling","2 family dwelling",2007-10-26,"37.77263018507205","-122.43614569165315"
"1031 Guerrero St 94110","Mission","otc alterations permit","remove illegal kitchen and bath at garage in basement. cap all utilities at source and return space to storage.","2 family dwelling","2 family dwelling",2007-10-29,"37.754022802394545","-122.42279872461276"
"1033 Guerrero St 94110","Mission","otc alterations permit","remove illegal kitchen and bath at garage in basement. cap all utilities at source and return space to storage.","2 family dwelling","2 family dwelling",2007-10-29,"37.754022802394545","-122.42279872461276"
"24 Exeter St 94124","Bayview Hunters Point","additions alterations or repairs","legalize bedroom in ground fl/remove illegal unit","2 family dwelling","1 family dwelling",1993-05-12,"37.722594001865176","-122.39880775900565"
"367 Oak St 94102","Hayes Valley","additions alterations or repairs","demo rear addit/replace w 2-story addit/legalize 3rd res uni","2 family dwelling","apartments",1993-05-21,"37.774412959784044","-122.42529592982368"
"546 Central Av 94117","Lone Mountain/USF","additions alterations or repairs","legalize third unit in basement, etc.","2 family dwelling","apartments",1983-05-06,"37.77479220591168","-122.44423816974084"
"769 Athens St 94112","Excelsior","additions alterations or repairs","legalize in law at ground floor","2 family dwelling","2 family dwelling",1993-05-26,"37.71575550419863","-122.43253276920952"
"976 Noe St 94114","Noe Valley","additions alterations or repairs","remove illegal unit at ground fl/legalize2 rooms/bathroom","apartments","2 family dwelling",1993-05-28,"37.75333672570339","-122.43237936765242"
"1370 De Haro St 94107","Potrero Hill","additions alterations or repairs","legalize exist roof terrace/windscreen at 4th fl","2 family dwelling","2 family dwelling",1993-05-28,"37.752525077972656","-122.40073774371048"
"1265 34th Av 94122","Sunset/Parkside","otc alterations permit","to comply nov #200725171 dated 10/5/07. to legalize and demo entire kitchen area, remove/demo direct entrance door to basement, install self-closing s/c door from garage area to basement section; remove/cap off all plumbing pipes in the kithcen area. remove (e) bedrooms to storage, and offices.","2 family dwelling","2 family dwelling",2007-11-08,"37.76353142563808","-122.49357601426736"
"1063 Pacific Av 94133","Nob Hill","otc alterations permit","comply w/ nov 200728210: correct illegal conversion of 2 units into 1 unit by reinstalling dividing wall  at first floor stairway. the legal use is two units.","2 family dwelling","2 family dwelling",2007-11-09,"37.795991678321634","-122.41270668090827"
"1061 Pacific Av 94133","Nob Hill","otc alterations permit","comply w/ nov 200728210: correct illegal conversion of 2 units into 1 unit by reinstalling dividing wall  at first floor stairway. the legal use is two units.","2 family dwelling","2 family dwelling",2007-11-09,"37.795991678321634","-122.41270668090827"
"5670 Mission St 94112","Outer Mission","additions alterations or repairs","to legalize 1 storage rooms in basement no structural change","apartments","2 family dwelling",1986-11-07,"37.71052549709642","-122.44856189708352"
"1220 Church St 94114","Noe Valley","otc alterations permit","comply with nov #200563848, illegal construction (illegal room & bath construct by tenant w/o knowledge of owner, all utilities removed to source.) in the garage area.","2 family dwelling","2 family dwelling",2007-11-14,"37.751312902875995","-122.42766974788813"
"230 Russia Av 94112","Excelsior","otc alterations permit","remove illegal construction at garage level - kitchen, bathroom & bedroom. also, remove illegal structure at rear yard.","2 family dwelling","2 family dwelling",2007-11-16,"37.72039208694172","-122.43521258444605"
"270 Lisbon St 94112","Excelsior","otc alterations permit","comply with nov 200873757: remove (e) ktichen in garage area and remove shower in (e) bath. legalize 1/2 bath and storage area.","2 family dwelling","2 family dwelling",2009-05-20,"37.72412620215611","-122.43233803611565"
"68 Richland Av 94110","Bernal Heights","otc alterations permit","remove existing unit at garage level to rectiry non-conforming use. (remove illegal unit @ ground flr.)","2 family dwelling","2 family dwelling",2007-11-16,"37.73579400040675","-122.42543465927739"
"1181 Dolores St 94110","Mission","additions alterations or repairs","legalize a bsmt unit at exist bsmt fl/comply w/hid requirem","2 family dwelling","apartments",1993-06-18,"37.750612456304395","-122.42465154378095"
"610 Victoria St 94127","West of Twin Peaks","additions alterations or repairs","legalize existing rooms in basement","1 family dwelling","2 family dwelling",1983-05-13,"37.72196318968836","-122.46514775979712"
"765 21st Av 94121","Outer Richmond","otc alterations permit","remove illegal kitchen on 4th floor and cap off all utility and plbg lines to source. this is in response to inspection report for future condo conversion per cc report 5720","2 family dwelling","2 family dwelling",2009-11-13,"37.77340412629566","-122.48028013904309"
"196 Connecticut St 94107","Potrero Hill","additions alterations or repairs","legalize third (existing) unit at basement.","2 family dwelling","apartments",1986-11-10,"37.76393383597993","-122.39793847893047"
"1521 20th Av 94122","Sunset/Parkside","additions alterations or repairs","remove illegal kitc in bsmt/revert back to 2-unit bldg","2 family dwelling","2 family dwelling",1993-06-25,"37.75929512833595","-122.47823087512678"
"2368 Fulton St 94118","Lone Mountain/USF","otc alterations permit","to comply with nov 200668295, legalized ground floor rooms, one play room one storage room, and half bath","2 family dwelling","2 family dwelling",2006-09-07,"37.774853049923","-122.45580329538188"
"973 Elizabeth St 94114","Noe Valley","additions alterations or repairs","install moment frame around lower garage door on first floor and increase height of upper garage door from 7' to approx 8'4"". legalize 2 bedrooms and full bath room on first floor.","2 family dwelling","2 family dwelling",2008-05-20,"37.75136060872145","-122.44222952147639"
"975 Elizabeth St 94114","Noe Valley","additions alterations or repairs","install moment frame around lower garage door on first floor and increase height of upper garage door from 7' to approx 8'4"". legalize 2 bedrooms and full bath room on first floor.","2 family dwelling","2 family dwelling",2008-05-20,"37.75136060872145","-122.44222952147639"
"1280 02nd Av 94122","Inner Sunset","otc alterations permit","comply with nov: 9504193 remove illegal unit at ground floor, rear building. remove all appliances and toilet fixtures, cap utilities to source.","2 family dwelling","2 family dwelling",2008-05-22,"37.76476166715518","-122.45855683359488"
"722 15th Av 94118","Outer Richmond","additions alterations or repairs","remove illegal built partit walls at rear portion of garage","2 family dwelling","2 family dwelling",1992-12-15,"37.77445653800039","-122.473189139142"
"112 Monterey Bl 94131","West of Twin Peaks","additions alterations or repairs","to legalize lower unit per attached plans","1 family dwelling","2 family dwelling",1987-01-27,"37.73186348885946","-122.43786540646069"
"1389 45th Av 94122","Sunset/Parkside","otc alterations permit","remove illegal built room deck, deck cover & rear extension on 2nd & 3rd floors.  remove 2 illegal storage rooms & one bedroom in (e) garage. remove illegal kitchen on ground floor.  restore all legal rooms @ ground floor. ( per approved application 200006152726.  comply with n.o.v.200789535.","2 family dwelling","2 family dwelling",2008-05-12,"37.76073356691917","-122.50510033935343"
"3451 18th St 94110","Mission","otc alterations permit","comply with physical inspection report #3r-5297 and to legalize bathroom and storage room at back of garage","2 family dwelling","2 family dwelling",2008-06-02,"37.7615612599521","-122.42049398900774"
"3453 18th St 94110","Mission","otc alterations permit","comply with physical inspection report #3r-5297 and to legalize bathroom and storage room at back of garage","2 family dwelling","2 family dwelling",2008-06-02,"37.7615612599521","-122.42049398900774"
"1379 25th Av 94122","Sunset/Parkside","otc alterations permit","response to violation #200681951  to legalize partion wall n the rumpus room to devide it into 2 rooms, to remove corrupted fiberglass panels from south side stairway","2 family dwelling","2 family dwelling",2007-01-17,"37.761819995553054","-122.48378163937869"
"57 Deming St 94114","Castro/Upper Market","otc alterations permit","comply with nov#200728414. legalize replacement of 1 window & glass/glazing @ 2 windows, all windows @ front of building. replace window in kind.","2 family dwelling","2 family dwelling",2008-06-03,"37.760281418619606","-122.44554102126571"
"3663 17th St 94114","Castro/Upper Market","additions alterations or repairs","comply with hid report and legalize pre-existing flower deck","2 family dwelling","2 family dwelling",1993-01-12,"37.76271466422145","-122.4276501207659"
"969 De Haro St 94107","Potrero Hill","additions alterations or repairs","legalize 2nd unit from one to two dwelling unit.","2 family dwelling","2 family dwelling",1993-01-14,"37.75760189552974","-122.40059706129459"
"227 Monterey Bl 94131","West of Twin Peaks","additions alterations or repairs","comliance-remove illegal studio. complaint #160106.","2 family dwelling","1 family dwelling",1993-01-14,"37.73128569503933","-122.44040371698047"
